date,description,amount,currency,account,source_file,source_row,category,subcategory
2025-08-05,AT&T MOBILITY,-84.77,USD,Checking,duplicate_q3_checking.csv,42,Utilities,Telecom (US)
2025-08-07,COMCAST XFINITY INTERNET,-72.8,USD,Checking,duplicate_q3_checking.csv,43,Utilities,Telecom (US)
2025-08-10,BLUE SHIELD CA HEALTH PREMIUM,-424.2,USD,Checking,duplicate_q3_checking.csv,44,Insurance,Health insurance (US)
2025-08-12,STATE FARM AUTO INSURANCE,-143.11,USD,Checking,duplicate_q3_checking.csv,45,Insurance,Insurance (US)
2025-08-13,CHIPOTLE 0298,-12.62,USD,Checking,duplicate_q3_checking.csv,46,Restaurants,Fast food
2025-08-14,NETFLIX.COM,-17.24,USD,Checking,duplicate_q3_checking.csv,47,Entertainment,Netflix
2025-08-14,SPOTIFY USA,-12.01,USD,Checking,duplicate_q3_checking.csv,48,Entertainment,Spotify
2025-08-14,AIRBNB * HMTRPDQRS9,-357.37,USD,Checking,duplicate_q3_checking.csv,49,Travel,Lodging
2025-08-15,PAYROLL DEPOSIT EXAMPLE CORP,2965.47,USD,Checking,duplicate_q3_checking.csv,50,Income,Salary
2025-08-16,APPLE.COM/BILL,-35.46,USD,Checking,duplicate_q3_checking.csv,51,Subscriptions,Apple
2025-08-18,ANTHROPIC CLAUDE PRO,-19.67,USD,Checking,duplicate_q3_checking.csv,52,Subscriptions,AI assistants
2025-08-18,DR MARTINEZ DENTAL CLINIC,-237.69,USD,Checking,duplicate_q3_checking.csv,53,Healthcare,Doctor / clinic
2025-08-20,EQUINOX FITNESS,-221.85,USD,Checking,duplicate_q3_checking.csv,54,Personal Care,Gym / fitness
2025-08-20,ZARA US 1234,-77.62,USD,Checking,duplicate_q3_checking.csv,55,Shopping,Clothing
2025-08-22,AMAZON.COM*PRIME MEMBERSHIP,-15.37,USD,Checking,duplicate_q3_checking.csv,56,SPLIT_AMAZON,Amazon (auto-split)
2025-08-23,HERTZ RENT A CAR LAX,-189.59,USD,Checking,duplicate_q3_checking.csv,57,Housing,Rent
2025-08-23,WHOLE FOODS MKT 12345 SF,-197.94,USD,Checking,duplicate_q3_checking.csv,58,Groceries,Supermarket (US)
2025-08-24,CVS/PHARMACY #02184,-30.1,USD,Checking,duplicate_q3_checking.csv,59,Healthcare,Pharmacy
2025-08-25,NYTIMES DIGITAL SUBSCRIPTION,-17.29,USD,Checking,duplicate_q3_checking.csv,60,Subscriptions,News / writing
2025-08-25,SHELL OIL 12345,-49.17,USD,Checking,duplicate_q3_checking.csv,61,Transport,Fuel
2025-08-25,AMAZON.COM*A2K9P3RT0,-98.66,USD,Checking,duplicate_q3_checking.csv,62,SPLIT_AMAZON,Amazon (auto-split)
2025-08-26,BURMA SUPERSTAR SF,-76.76,USD,Checking,duplicate_q3_checking.csv,63,Uncategorized,
2025-08-26,HERTZ RENT A CAR LAX,-204.38,USD,Checking,duplicate_q3_checking.csv,64,Housing,Rent
2025-08-26,AMAZON.COM*A2K9P3RT0,-101.45,USD,Checking,duplicate_q3_checking.csv,65,SPLIT_AMAZON,Amazon (auto-split)
2025-08-28,ZARA US 1234,-122.48,USD,Checking,duplicate_q3_checking.csv,66,Shopping,Clothing
2025-08-28,STARBUCKS STORE 09221,-6.98,USD,Checking,duplicate_q3_checking.csv,67,Restaurants,Coffee / cafe
2025-08-30,WALGREENS #04456,-36.4,USD,Checking,duplicate_q3_checking.csv,68,Healthcare,Pharmacy
2025-08-31,PAYROLL DEPOSIT EXAMPLE CORP,2946.5,USD,Checking,duplicate_q3_checking.csv,69,Income,Salary
2025-09-01,RENT - PARK STREET PROPERTIES,-2636.77,USD,Checking,duplicate_q3_checking.csv,70,Housing,Rent
2025-09-03,PG&E ELECTRIC AUTOPAY,-96.57,USD,Checking,duplicate_q3_checking.csv,71,EXCLUDE,Credit card payment
2025-09-05,AT&T MOBILITY,-87.89,USD,Checking,duplicate_q3_checking.csv,72,Utilities,Telecom (US)
2025-09-07,COMCAST XFINITY INTERNET,-68.43,USD,Checking,duplicate_q3_checking.csv,73,Utilities,Telecom (US)
2025-09-08,CHEVRON 0099,-55.1,USD,Checking,duplicate_q3_checking.csv,74,Transport,Fuel
2025-09-09,SHELL OIL 12345,-57.63,USD,Checking,duplicate_q3_checking.csv,75,Transport,Fuel
2025-09-10,BLUE SHIELD CA HEALTH PREMIUM,-423.44,USD,Checking,duplicate_q3_checking.csv,76,Insurance,Health insurance (US)
2025-09-10,ZARA US 1234,-95.13,USD,Checking,duplicate_q3_checking.csv,77,Shopping,Clothing
2025-09-12,STATE FARM AUTO INSURANCE,-147.77,USD,Checking,duplicate_q3_checking.csv,78,Insurance,Insurance (US)
2025-09-13,UBER *TRIP SAN FRANCISCO,-27.03,USD,Checking,duplicate_q3_checking.csv,79,Transport,Ride-hailing
2025-09-14,NETFLIX.COM,-17.52,USD,Checking,duplicate_q3_checking.csv,80,Entertainment,Netflix
2025-09-14,SPOTIFY USA,-11.92,USD,Checking,duplicate_q3_checking.csv,81,Entertainment,Spotify
2025-09-14,UBER *TRIP SAN FRANCISCO,-25.33,USD,Checking,duplicate_q3_checking.csv,82,Transport,Ride-hailing
2025-09-14,TRADER JOE'S #154 SF,-66.9,USD,Checking,duplicate_q3_checking.csv,83,Groceries,Supermarket (US)
2025-09-14,CHEVRON 0099,-60.83,USD,Checking,duplicate_q3_checking.csv,84,Transport,Fuel
2025-09-15,PAYROLL DEPOSIT EXAMPLE CORP,2915.92,USD,Checking,duplicate_q3_checking.csv,85,Income,Salary
2025-09-16,APPLE.COM/BILL,-35.74,USD,Checking,duplicate_q3_checking.csv,86,Subscriptions,Apple
2025-09-16,WHOLE FOODS MKT 12345 SF,-202.39,USD,Checking,duplicate_q3_checking.csv,87,Groceries,Supermarket (US)
2025-09-18,ANTHROPIC CLAUDE PRO,-19.47,USD,Checking,duplicate_q3_checking.csv,88,Subscriptions,AI assistants
2025-09-18,TRANSFER TO BROKERAGE ACCT 0000,-2000.0,USD,Checking,duplicate_q3_checking.csv,89,EXCLUDE,Internal transfer
2025-09-19,HERTZ RENT A CAR LAX,-149.36,USD,Checking,duplicate_q3_checking.csv,90,Housing,Rent
2025-09-20,EQUINOX FITNESS,-211.47,USD,Checking,duplicate_q3_checking.csv,91,Personal Care,Gym / fitness
2025-09-22,AMAZON.COM*PRIME MEMBERSHIP,-15.58,USD,Checking,duplicate_q3_checking.csv,92,SPLIT_AMAZON,Amazon (auto-split)
2025-09-23,BURMA SUPERSTAR SF,-72.45,USD,Checking,duplicate_q3_checking.csv,93,Uncategorized,
2025-09-24,WALGREENS #04456,-43.65,USD,Checking,duplicate_q3_checking.csv,94,Healthcare,Pharmacy
2025-09-25,NYTIMES DIGITAL SUBSCRIPTION,-16.29,USD,Checking,duplicate_q3_checking.csv,95,Subscriptions,News / writing
2025-09-26,CHEVRON 0099,-55.92,USD,Checking,duplicate_q3_checking.csv,96,Transport,Fuel
2025-09-27,AMAZON.COM*A2K9P3RT0,-114.22,USD,Checking,duplicate_q3_checking.csv,97,SPLIT_AMAZON,Amazon (auto-split)
2025-09-29,ZARA US 1234,-105.38,USD,Checking,duplicate_q3_checking.csv,98,Shopping,Clothing
2025-09-29,SHELL OIL 12345,-59.29,USD,Checking,duplicate_q3_checking.csv,99,Transport,Fuel
2025-09-29,CHIPOTLE 0298,-15.52,USD,Checking,duplicate_q3_checking.csv,100,Restaurants,Fast food
2025-09-30,PAYROLL DEPOSIT EXAMPLE CORP,2986.15,USD,Checking,duplicate_q3_checking.csv,101,Income,Salary
